Lærested,Lærestedsnavn ,Studiekode,Studienavn,Studiested,Utdanningsområde- og type,Kvote,År,Opptaksfase,Poenggrense,Poenggrense + venteliste,Antall på venteliste,Antall studier per kvote i år
HVL,Høgskulen på Vestlandet,203 330,Reiselivsledelse,Sogndal,REISELIV,ORDF,2019,Hovedopptak,Alle,Alle (0),0,1272
HVL,Høgskulen på Vestlandet,203 330,Reiselivsledelse,Sogndal,REISELIV,ORDF,2019,Suppleringsopptak,Alle,Alle (0),0,1272
HVL,Høgskulen på Vestlandet,203 330,Reiselivsledelse,Sogndal,REISELIV,ORDF,2020,Hovedopptak,Alle,Alle (0),0,1272
HVL,Høgskulen på Vestlandet,203 330,Reiselivsledelse,Sogndal,REISELIV,ORDF,2020,Suppleringsopptak,Alle,Alle (0),0,1272
HVL,Høgskulen på Vestlandet,203 351,Ungdomssosiologi,Sogndal,SAMFUNN,ORD,2019,Hovedopptak,Alle,Alle (0),0,1303
HVL,Høgskulen på Vestlandet,203 351,Ungdomssosiologi,Sogndal,SAMFUNN,ORD,2019,Suppleringsopptak,Alle,Alle (0),0,1303
HVL,Høgskulen på Vestlandet,203 351,Ungdomssosiologi,Sogndal,SAMFUNN,ORD,2020,Hovedopptak,36.0,36.0 (3),3,1303
HVL,Høgskulen på Vestlandet,203 351,Ungdomssosiologi,Sogndal,SAMFUNN,ORD,2020,Suppleringsopptak,36.0,36.0 (1),1,1303
HVL,Høgskulen på Vestlandet,203 351,Ungdomssosiologi,Sogndal,SAMFUNN,ORDF,2019,Hovedopptak,Alle,Alle (0),0,1272
HVL,Høgskulen på Vestlandet,203 351,Ungdomssosiologi,Sogndal,SAMFUNN,ORDF,2019,Suppleringsopptak,Alle,Alle (0),0,1272
HVL,Høgskulen på Vestlandet,203 351,Ungdomssosiologi,Sogndal,SAMFUNN,ORDF,2020,Hovedopptak,Alle,Alle (0),0,1272
HVL,Høgskulen på Vestlandet,203 351,Ungdomssosiologi,Sogndal,SAMFUNN,ORDF,2020,Suppleringsopptak,Alle,Alle (0),0,1272
HVL,Høgskulen på Vestlandet,203 353,Nautikk,Haugesund,TEKNO - MARITIM,ORD,2019,Hovedopptak,43.9,43.9 (66),66,1303
HVL,Høgskulen på Vestlandet,203 353,Nautikk,Haugesund,TEKNO - MARITIM,ORD,2019,Suppleringsopptak,43.3,43.3 (42),42,1303
HVL,Høgskulen på Vestlandet,203 353,Nautikk,Haugesund,TEKNO - MARITIM,ORD,2020,Hovedopptak,43.1,43.1 (65),65,1303
HVL,Høgskulen på Vestlandet,203 353,Nautikk,Haugesund,TEKNO - MARITIM,ORD,2020,Suppleringsopptak,43.1,43.1 (46),46,1303
HVL,Høgskulen på Vestlandet,203 353,Nautikk,Haugesund,TEKNO - MARITIM,ORDF,2019,Hovedopptak,38.4,38.4 (22),22,1272
HVL,Høgskulen på Vestlandet,203 353,Nautikk,Haugesund,TEKNO - MARITIM,ORDF,2019,Suppleringsopptak,36.8,36.8 (9),9,1272
HVL,Høgskulen på Vestlandet,203 353,Nautikk,Haugesund,TEKNO - MARITIM,ORDF,2020,Hovedopptak,36.7,36.7 (26),26,1272
HVL,Høgskulen på Vestlandet,203 353,Nautikk,Haugesund,TEKNO - MARITIM,ORDF,2020,Suppleringsopptak,36.5,36.5 (15),15,1272
HVL,Høgskulen på Vestlandet,203 368,Eiendomsmegling,Sogndal,ØKADM,ORD,2019,Hovedopptak,35.3,35.3 (33),33,1303
HVL,Høgskulen på Vestlandet,203 368,Eiendomsmegling,Sogndal,ØKADM,ORD,2019,Suppleringsopptak,34.1,34.1 (8),8,1303
HVL,Høgskulen på Vestlandet,203 368,Eiendomsmegling,Sogndal,ØKADM,ORD,2020,Hovedopptak,36.8,36.8 (91),91,1303
HVL,Høgskulen på Vestlandet,203 368,Eiendomsmegling,Sogndal,ØKADM,ORD,2020,Suppleringsopptak,35.5,35.5 (31),31,1303
HVL,Høgskulen på Vestlandet,203 368,Eiendomsmegling,Sogndal,ØKADM,ORDF,2019,Hovedopptak,34.2,34.2 (21),21,1272
HVL,Høgskulen på Vestlandet,203 368,Eiendomsmegling,Sogndal,ØKADM,ORDF,2019,Suppleringsopptak,33.3,33.3 (4),4,1272
HVL,Høgskulen på Vestlandet,203 368,Eiendomsmegling,Sogndal,ØKADM,ORDF,2020,Hovedopptak,35.7,35.7 (68),68,1272
HVL,Høgskulen på Vestlandet,203 368,Eiendomsmegling,Sogndal,ØKADM,ORDF,2020,Suppleringsopptak,35.7,35.7 (23),23,1272
HVL,Høgskulen på Vestlandet,203 369,"Økonomi og administrasjon, Bergen",Bergen,ØKADM,ORD,2019,Hovedopptak,49.2,49.2 (605),605,1303
HVL,Høgskulen på Vestlandet,203 369,"Økonomi og administrasjon, Bergen",Bergen,ØKADM,ORD,2019,Suppleringsopptak,49.1,49.1 (276),276,1303
HVL,Høgskulen på Vestlandet,203 369,"Økonomi og administrasjon, Bergen",Bergen,ØKADM,ORD,2020,Hovedopptak,50.9,50.9 (1013),1013,1303
HVL,Høgskulen på Vestlandet,203 369,"Økonomi og administrasjon, Bergen",Bergen,ØKADM,ORD,2020,Suppleringsopptak,50.8,50.8 (479),479,1303
HVL,Høgskulen på Vestlandet,203 369,"Økonomi og administrasjon, Bergen",Bergen,ØKADM,ORDF,2019,Hovedopptak,45.9,45.9 (392),392,1272
HVL,Høgskulen på Vestlandet,203 369,"Økonomi og administrasjon, Bergen",Bergen,ØKADM,ORDF,2019,Suppleringsopptak,45.8,45.8 (165),165,1272
HVL,Høgskulen på Vestlandet,203 369,"Økonomi og administrasjon, Bergen",Bergen,ØKADM,ORDF,2020,Hovedopptak,47.5,47.5 (687),687,1272
HVL,Høgskulen på Vestlandet,203 369,"Økonomi og administrasjon, Bergen",Bergen,ØKADM,ORDF,2020,Suppleringsopptak,47.3,47.3 (307),307,1272
HVL,Høgskulen på Vestlandet,203 395,"Informasjonsteknologi, Bergen",Bergen,INFOTEKN,ORD,2019,Hovedopptak,49.0,49.0 (109),109,1303
HVL,Høgskulen på Vestlandet,203 395,"Informasjonsteknologi, Bergen",Bergen,INFOTEKN,ORD,2019,Suppleringsopptak,48.7,48.7 (61),61,1303
HVL,Høgskulen på Vestlandet,203 395,"Informasjonsteknologi, Bergen",Bergen,INFOTEKN,ORD,2020,Hovedopptak,49.2,49.2 (89),89,1303
HVL,Høgskulen på Vestlandet,203 395,"Informasjonsteknologi, Bergen",Bergen,INFOTEKN,ORD,2020,Suppleringsopptak,49.1,49.1 (52),52,1303
HVL,Høgskulen på Vestlandet,203 395,"Informasjonsteknologi, Bergen",Bergen,INFOTEKN,ORDF,2019,Hovedopptak,40.2,40.2 (32),32,1272
HVL,Høgskulen på Vestlandet,203 395,"Informasjonsteknologi, Bergen",Bergen,INFOTEKN,ORDF,2019,Suppleringsopptak,39.3,39.3 (18),18,1272
HVL,Høgskulen på Vestlandet,203 395,"Informasjonsteknologi, Bergen",Bergen,INFOTEKN,ORDF,2020,Hovedopptak,36.8,36.8 (13),13,1272
HVL,Høgskulen på Vestlandet,203 395,"Informasjonsteknologi, Bergen",Bergen,INFOTEKN,ORDF,2020,Suppleringsopptak,35.1,35.1 (7),7,1272
HVL,Høgskulen på Vestlandet,203 404,"Økonomi og administrasjon, Haugesund",Haugesund,ØKADM,ORD,2019,Hovedopptak,Alle,Alle (0),0,1303
HVL,Høgskulen på Vestlandet,203 404,"Økonomi og administrasjon, Haugesund",Haugesund,ØKADM,ORD,2019,Suppleringsopptak,Alle,Alle (0),0,1303
HVL,Høgskulen på Vestlandet,203 404,"Økonomi og administrasjon, Haugesund",Haugesund,ØKADM,ORD,2020,Hovedopptak,39.5,39.5 (56),56,1303
HVL,Høgskulen på Vestlandet,203 404,"Økonomi og administrasjon, Haugesund",Haugesund,ØKADM,ORD,2020,Suppleringsopptak,39.0,39.0 (29),29,1303
HVL,Høgskulen på Vestlandet,203 404,"Økonomi og administrasjon, Haugesund",Haugesund,ØKADM,ORDF,2019,Hovedopptak,Alle,Alle (0),0,1272
HVL,Høgskulen på Vestlandet,203 404,"Økonomi og administrasjon, Haugesund",Haugesund,ØKADM,ORDF,2019,Suppleringsopptak,Alle,Alle (0),0,1272
HVL,Høgskulen på Vestlandet,203 404,"Økonomi og administrasjon, Haugesund",Haugesund,ØKADM,ORDF,2020,Hovedopptak,32.3,32.3 (17),17,1272
HVL,Høgskulen på Vestlandet,203 404,"Økonomi og administrasjon, Haugesund",Haugesund,ØKADM,ORDF,2020,Suppleringsopptak,30.9,30.9 (6),6,1272
HVL,Høgskulen på Vestlandet,203 414,"Økonomi og administrasjon, Haugesund, deltid",Haugesund,ØKADM,ORD,2019,Hovedopptak,37.5,37.5 (11),11,1303
HVL,Høgskulen på Vestlandet,203 414,"Økonomi og administrasjon, Haugesund, deltid",Haugesund,ØKADM,ORD,2019,Suppleringsopptak,37.5,37.5 (5),5,1303
HVL,Høgskulen på Vestlandet,203 414,"Økonomi og administrasjon, Haugesund, deltid",Haugesund,ØKADM,ORD,2020,Hovedopptak,44.7,44.7 (48),48,1303
HVL,Høgskulen på Vestlandet,203 414,"Økonomi og administrasjon, Haugesund, deltid",Haugesund,ØKADM,ORD,2020,Suppleringsopptak,43.5,43.5 (25),25,1303
HVL,Høgskulen på Vestlandet,203 414,"Økonomi og administrasjon, Haugesund, deltid",Haugesund,ØKADM,ORDF,2019,Hovedopptak,Alle,Alle (0),0,1272
HVL,Høgskulen på Vestlandet,203 414,"Økonomi og administrasjon, Haugesund, deltid",Haugesund,ØKADM,ORDF,2019,Suppleringsopptak,Alle,Alle (0),0,1272
HVL,Høgskulen på Vestlandet,203 414,"Økonomi og administrasjon, Haugesund, deltid",Haugesund,ØKADM,ORDF,2020,Hovedopptak,Alle,Alle (0),0,1272
HVL,Høgskulen på Vestlandet,203 414,"Økonomi og administrasjon, Haugesund, deltid",Haugesund,ØKADM,ORDF,2020,Suppleringsopptak,Alle,Alle (0),0,1272
HVL,Høgskulen på Vestlandet,203 437,Musikk: Community Music,Stord,ESTETISK,ORD,2019,Hovedopptak,Avlyst,Avlyst (0),0,1303
HVL,Høgskulen på Vestlandet,203 437,Musikk: Community Music,Stord,ESTETISK,ORD,2019,Suppleringsopptak,Avlyst,Avlyst (0),0,1303
HVL,Høgskulen på Vestlandet,203 437,Musikk: Community Music,Stord,ESTETISK,ORDF,2019,Hovedopptak,Avlyst,Avlyst (0),0,1272
HVL,Høgskulen på Vestlandet,203 437,Musikk: Community Music,Stord,ESTETISK,ORDF,2019,Suppleringsopptak,Avlyst,Avlyst (0),0,1272
HVL,Høgskulen på Vestlandet,203 439,Drama og anvendt teater,Bergen,ESTETISK,ORD,2020,Hovedopptak,Alle,Alle (0),0,1303
HVL,Høgskulen på Vestlandet,203 439,Drama og anvendt teater,Bergen,ESTETISK,ORD,2020,Suppleringsopptak,Alle,Alle (0),0,1303
HVL,Høgskulen på Vestlandet,203 439,Drama og anvendt teater,Bergen,ESTETISK,ORDF,2020,Hovedopptak,Alle,Alle (0),0,1272
HVL,Høgskulen på Vestlandet,203 439,Drama og anvendt teater,Bergen,ESTETISK,ORDF,2020,Suppleringsopptak,Alle,Alle (0),0,1272
HVL,Høgskulen på Vestlandet,203 440,Faglærer i kroppsøving og idrettsfag,Bergen,LÆRER - FAGLÆRER,ORD,2019,Hovedopptak,51.6,51.6 (130),130,1303
HVL,Høgskulen på Vestlandet,203 440,Faglærer i kroppsøving og idrettsfag,Bergen,LÆRER - FAGLÆRER,ORD,2019,Suppleringsopptak,49.6,49.6 (63),63,1303
HVL,Høgskulen på Vestlandet,203 440,Faglærer i kroppsøving og idrettsfag,Bergen,LÆRER - FAGLÆRER,ORD,2020,Hovedopptak,51.2,51.2 (182),182,1303
HVL,Høgskulen på Vestlandet,203 440,Faglærer i kroppsøving og idrettsfag,Bergen,LÆRER - FAGLÆRER,ORD,2020,Suppleringsopptak,51.1,51.1 (83),83,1303
HVL,Høgskulen på Vestlandet,203 440,Faglærer i kroppsøving og idrettsfag,Bergen,LÆRER - FAGLÆRER,ORDF,2019,Hovedopptak,45.7,45.7 (88),88,1272
HVL,Høgskulen på Vestlandet,203 440,Faglærer i kroppsøving og idrettsfag,Bergen,LÆRER - FAGLÆRER,ORDF,2019,Suppleringsopptak,44.6,44.6 (40),40,1272
HVL,Høgskulen på Vestlandet,203 440,Faglærer i kroppsøving og idrettsfag,Bergen,LÆRER - FAGLÆRER,ORDF,2020,Hovedopptak,47.5,47.5 (130),130,1272
HVL,Høgskulen på Vestlandet,203 440,Faglærer i kroppsøving og idrettsfag,Bergen,LÆRER - FAGLÆRER,ORDF,2020,Suppleringsopptak,46.8,46.8 (58),58,1272
HVL,Høgskulen på Vestlandet,203 445,"Barnehagelærer, Sogndal",Sogndal,LÆRER - BHGLÆRER,ORD,2019,Hovedopptak,35.0,35.0 (16),16,1303
HVL,Høgskulen på Vestlandet,203 445,"Barnehagelærer, Sogndal",Sogndal,LÆRER - BHGLÆRER,ORD,2019,Suppleringsopptak,34.8,34.8 (9),9,1303
HVL,Høgskulen på Vestlandet,203 445,"Barnehagelærer, Sogndal",Sogndal,LÆRER - BHGLÆRER,ORD,2020,Hovedopptak,Alle,Alle (0),0,1303
HVL,Høgskulen på Vestlandet,203 445,"Barnehagelærer, Sogndal",Sogndal,LÆRER - BHGLÆRER,ORD,2020,Suppleringsopptak,Alle,Alle (0),0,1303
HVL,Høgskulen på Vestlandet,203 445,"Barnehagelærer, Sogndal",Sogndal,LÆRER - BHGLÆRER,ORDF,2019,Hovedopptak,33.3,33.3 (6),6,1272
HVL,Høgskulen på Vestlandet,203 445,"Barnehagelærer, Sogndal",Sogndal,LÆRER - BHGLÆRER,ORDF,2019,Suppleringsopptak,30.8,30.8 (2),2,1272
HVL,Høgskulen på Vestlandet,203 445,"Barnehagelærer, Sogndal",Sogndal,LÆRER - BHGLÆRER,ORDF,2020,Hovedopptak,Alle,Alle (0),0,1272
HVL,Høgskulen på Vestlandet,203 445,"Barnehagelærer, Sogndal",Sogndal,LÆRER - BHGLÆRER,ORDF,2020,Suppleringsopptak,Alle,Alle (0),0,1272
HVL,Høgskulen på Vestlandet,203 466,Tegnspråk og tolking,Bergen,SPRÅK,ORD,2019,Hovedopptak,49.4,49.4 (45),45,1303
HVL,Høgskulen på Vestlandet,203 466,Tegnspråk og tolking,Bergen,SPRÅK,ORD,2019,Suppleringsopptak,49.0,49.0 (29),29,1303
HVL,Høgskulen på Vestlandet,203 466,Tegnspråk og tolking,Bergen,SPRÅK,ORD,2020,Hovedopptak,47.1,47.1 (37),37,1303
HVL,Høgskulen på Vestlandet,203 466,Tegnspråk og tolking,Bergen,SPRÅK,ORD,2020,Suppleringsopptak,47.1,47.1 (23),23,1303
HVL,Høgskulen på Vestlandet,203 466,Tegnspråk og tolking,Bergen,SPRÅK,ORDF,2019,Hovedopptak,Alle,Alle (0),0,1272
HVL,Høgskulen på Vestlandet,203 466,Tegnspråk og tolking,Bergen,SPRÅK,ORDF,2019,Suppleringsopptak,Alle,Alle (0),0,1272
HVL,Høgskulen på Vestlandet,203 466,Tegnspråk og tolking,Bergen,SPRÅK,ORDF,2020,Hovedopptak,Alle,Alle (0),0,1272
HVL,Høgskulen på Vestlandet,203 466,Tegnspråk og tolking,Bergen,SPRÅK,ORDF,2020,Suppleringsopptak,Alle,Alle (0),0,1272
HVL,Høgskulen på Vestlandet,203 469,Geologi og geofare,Sogndal,REALFAG,ORD,2019,Hovedopptak,38.8,38.8 (1),1,1303
HVL,Høgskulen på Vestlandet,203 469,Geologi og geofare,Sogndal,REALFAG,ORD,2019,Suppleringsopptak,Alle,Alle (0),0,1303
HVL,Høgskulen på Vestlandet,203 469,Geologi og geofare,Sogndal,REALFAG,ORD,2020,Hovedopptak,Alle,Alle (0),0,1303
HVL,Høgskulen på Vestlandet,203 469,Geologi og geofare,Sogndal,REALFAG,ORD,2020,Suppleringsopptak,Alle,Alle (0),0,1303
HVL,Høgskulen på Vestlandet,203 469,Geologi og geofare,Sogndal,REALFAG,ORDF,2019,Hovedopptak,41.7,41.7 (1),1,1272
HVL,Høgskulen på Vestlandet,203 469,Geologi og geofare,Sogndal,REALFAG,ORDF,2019,Suppleringsopptak,Alle,Alle (0),0,1272
HVL,Høgskulen på Vestlandet,203 469,Geologi og geofare,Sogndal,REALFAG,ORDF,2020,Hovedopptak,Alle,Alle (0),0,1272
HVL,Høgskulen på Vestlandet,203 469,Geologi og geofare,Sogndal,REALFAG,ORDF,2020,Suppleringsopptak,Alle,Alle (0),0,1272
HVL,Høgskulen på Vestlandet,203 481,"Historie, bachelor",Sogndal,HISTORIE,ORD,2019,Hovedopptak,Alle,Alle (0),0,1303
HVL,Høgskulen på Vestlandet,203 481,"Historie, bachelor",Sogndal,HISTORIE,ORD,2019,Suppleringsopptak,Alle,Alle (0),0,1303
HVL,Høgskulen på Vestlandet,203 481,"Historie, bachelor",Sogndal,HISTORIE,ORD,2020,Hovedopptak,Alle,Alle (0),0,1303
HVL,Høgskulen på Vestlandet,203 481,"Historie, bachelor",Sogndal,HISTORIE,ORD,2020,Suppleringsopptak,Alle,Alle (0),0,1303
HVL,Høgskulen på Vestlandet,203 481,"Historie, bachelor",Sogndal,HISTORIE,ORDF,2019,Hovedopptak,Alle,Alle (0),0,1272
HVL,Høgskulen på Vestlandet,203 481,"Historie, bachelor",Sogndal,HISTORIE,ORDF,2019,Suppleringsopptak,Alle,Alle (0),0,1272
HVL,Høgskulen på Vestlandet,203 481,"Historie, bachelor",Sogndal,HISTORIE,ORDF,2020,Hovedopptak,Alle,Alle (0),0,1272
HVL,Høgskulen på Vestlandet,203 481,"Historie, bachelor",Sogndal,HISTORIE,ORDF,2020,Suppleringsopptak,Alle,Alle (0),0,1272
HVL,Høgskulen på Vestlandet,203 485,Idrett og kroppsøving,Sogndal,IDRETT,ORD,2019,Hovedopptak,36.0,36.0 (20),20,1303
HVL,Høgskulen på Vestlandet,203 485,Idrett og kroppsøving,Sogndal,IDRETT,ORD,2019,Suppleringsopptak,34.1,34.1 (7),7,1303
HVL,Høgskulen på Vestlandet,203 485,Idrett og kroppsøving,Sogndal,IDRETT,ORD,2020,Hovedopptak,32.0,32.0 (4),4,1303
HVL,Høgskulen på Vestlandet,203 485,Idrett og kroppsøving,Sogndal,IDRETT,ORD,2020,Suppleringsopptak,32.0,32.0 (2),2,1303
HVL,Høgskulen på Vestlandet,203 485,Idrett og kroppsøving,Sogndal,IDRETT,ORDF,2019,Hovedopptak,34.6,34.6 (8),8,1272
HVL,Høgskulen på Vestlandet,203 485,Idrett og kroppsøving,Sogndal,IDRETT,ORDF,2019,Suppleringsopptak,34.6,34.6 (4),4,1272
HVL,Høgskulen på Vestlandet,203 485,Idrett og kroppsøving,Sogndal,IDRETT,ORDF,2020,Hovedopptak,35.0,35.0 (4),4,1272
HVL,Høgskulen på Vestlandet,203 485,Idrett og kroppsøving,Sogndal,IDRETT,ORDF,2020,Suppleringsopptak,35.0,35.0 (2),2,1272
HVL,Høgskulen på Vestlandet,203 486,"Idrett, fysisk aktivitet og helse",Sogndal,IDRETT,ORD,2019,Hovedopptak,38.9,38.9 (24),24,1303
HVL,Høgskulen på Vestlandet,203 486,"Idrett, fysisk aktivitet og helse",Sogndal,IDRETT,ORD,2019,Suppleringsopptak,Alle,Alle (0),0,1303
HVL,Høgskulen på Vestlandet,203 486,"Idrett, fysisk aktivitet og helse",Sogndal,IDRETT,ORD,2020,Hovedopptak,31.9,31.9 (6),6,1303
HVL,Høgskulen på Vestlandet,203 486,"Idrett, fysisk aktivitet og helse",Sogndal,IDRETT,ORD,2020,Suppleringsopptak,31.9,31.9 (3),3,1303
HVL,Høgskulen på Vestlandet,203 486,"Idrett, fysisk aktivitet og helse",Sogndal,IDRETT,ORDF,2019,Hovedopptak,37.0,37.0 (7),7,1272
HVL,Høgskulen på Vestlandet,203 486,"Idrett, fysisk aktivitet og helse",Sogndal,IDRETT,ORDF,2019,Suppleringsopptak,Alle,Alle (0),0,1272
HVL,Høgskulen på Vestlandet,203 486,"Idrett, fysisk aktivitet og helse",Sogndal,IDRETT,ORDF,2020,Hovedopptak,35.9,35.9 (5),5,1272
HVL,Høgskulen på Vestlandet,203 486,"Idrett, fysisk aktivitet og helse",Sogndal,IDRETT,ORDF,2020,Suppleringsopptak,35.9,35.9 (3),3,1272
HVL,Høgskulen på Vestlandet,203 505,Kunst og håndverk,Stord,ESTETISK,ORD,2019,Hovedopptak,Alle,Alle (0),0,1303
HVL,Høgskulen på Vestlandet,203 505,Kunst og håndverk,Stord,ESTETISK,ORD,2019,Suppleringsopptak,Alle,Alle (0),0,1303
HVL,Høgskulen på Vestlandet,203 505,Kunst og håndverk,Stord,ESTETISK,ORD,2020,Hovedopptak,Alle,Alle (0),0,1303
HVL,Høgskulen på Vestlandet,203 505,Kunst og håndverk,Stord,ESTETISK,ORD,2020,Suppleringsopptak,Alle,Alle (0),0,1303
HVL,Høgskulen på Vestlandet,203 505,Kunst og håndverk,Stord,ESTETISK,ORDF,2019,Hovedopptak,Alle,Alle (0),0,1272
HVL,Høgskulen på Vestlandet,203 505,Kunst og håndverk,Stord,ESTETISK,ORDF,2019,Suppleringsopptak,Alle,Alle (0),0,1272
HVL,Høgskulen på Vestlandet,203 505,Kunst og håndverk,Stord,ESTETISK,ORDF,2020,Hovedopptak,Alle,Alle (0),0,1272
HVL,Høgskulen på Vestlandet,203 505,Kunst og håndverk,Stord,ESTETISK,ORDF,2020,Suppleringsopptak,Alle,Alle (0),0,1272
HVL,Høgskulen på Vestlandet,203 506,"Ingeniør, havteknologi, Kristiansund",Kristiansund,TEKNO - INGENIØR,ORD,2019,Hovedopptak,Avlyst,Avlyst (0),0,1303
HVL,Høgskulen på Vestlandet,203 506,"Ingeniør, havteknologi, Kristiansund",Kristiansund,TEKNO - INGENIØR,ORD,2019,Suppleringsopptak,Avlyst,Avlyst (0),0,1303
HVL,Høgskulen på Vestlandet,203 506,"Ingeniør, havteknologi, Kristiansund",Kristiansund,TEKNO - INGENIØR,ORDF,2019,Hovedopptak,Avlyst,Avlyst (0),0,1272
HVL,Høgskulen på Vestlandet,203 506,"Ingeniør, havteknologi, Kristiansund",Kristiansund,TEKNO - INGENIØR,ORDF,2019,Suppleringsopptak,Avlyst,Avlyst (0),0,1272
HVL,Høgskulen på Vestlandet,203 506,"Ingeniør, havteknologi, Kristiansund",Kristiansund,TEKNO - INGENIØR,FOR,2019,Hovedopptak,Avlyst,Avlyst (0),0,100
HVL,Høgskulen på Vestlandet,203 506,"Ingeniør, havteknologi, Kristiansund",Kristiansund,TEKNO - INGENIØR,FOR,2019,Suppleringsopptak,Avlyst,Avlyst (0),0,100
HVL,Høgskulen på Vestlandet,203 509,Personlig trener,Sogndal,IDRETT,ORD,2019,Hovedopptak,43.8,43.8 (89),89,1303
HVL,Høgskulen på Vestlandet,203 509,Personlig trener,Sogndal,IDRETT,ORD,2019,Suppleringsopptak,41.5,41.5 (26),26,1303
HVL,Høgskulen på Vestlandet,203 509,Personlig trener,Sogndal,IDRETT,ORD,2020,Hovedopptak,43.9,43.9 (115),115,1303
HVL,Høgskulen på Vestlandet,203 509,Personlig trener,Sogndal,IDRETT,ORD,2020,Suppleringsopptak,43.9,43.9 (47),47,1303
HVL,Høgskulen på Vestlandet,203 509,Personlig trener,Sogndal,IDRETT,ORDF,2019,Hovedopptak,40.0,40.0 (54),54,1272
HVL,Høgskulen på Vestlandet,203 509,Personlig trener,Sogndal,IDRETT,ORDF,2019,Suppleringsopptak,37.9,37.9 (15),15,1272
HVL,Høgskulen på Vestlandet,203 509,Personlig trener,Sogndal,IDRETT,ORDF,2020,Hovedopptak,42.9,42.9 (78),78,1272
HVL,Høgskulen på Vestlandet,203 509,Personlig trener,Sogndal,IDRETT,ORDF,2020,Suppleringsopptak,42.9,42.9 (29),29,1272
HVL,Høgskulen på Vestlandet,203 513,"Historie, bachelor, nettbasert",Sogndal,HISTORIE,ORD,2020,Hovedopptak,Alle,Alle (0),0,1303
HVL,Høgskulen på Vestlandet,203 513,"Historie, bachelor, nettbasert",Sogndal,HISTORIE,ORD,2020,Suppleringsopptak,Alle,Alle (0),0,1303
HVL,Høgskulen på Vestlandet,203 513,"Historie, bachelor, nettbasert",Sogndal,HISTORIE,ORDF,2020,Hovedopptak,Alle,Alle (0),0,1272
HVL,Høgskulen på Vestlandet,203 513,"Historie, bachelor, nettbasert",Sogndal,HISTORIE,ORDF,2020,Suppleringsopptak,Alle,Alle (0),0,1272
HVL,Høgskulen på Vestlandet,203 515,"Økonomi og administrasjon, Sogndal",Sogndal,ØKADM,ORD,2019,Hovedopptak,Alle,Alle (0),0,1303
HVL,Høgskulen på Vestlandet,203 515,"Økonomi og administrasjon, Sogndal",Sogndal,ØKADM,ORD,2019,Suppleringsopptak,Alle,Alle (0),0,1303
HVL,Høgskulen på Vestlandet,203 515,"Økonomi og administrasjon, Sogndal",Sogndal,ØKADM,ORD,2020,Hovedopptak,38.6,38.6 (46),46,1303
HVL,Høgskulen på Vestlandet,203 515,"Økonomi og administrasjon, Sogndal",Sogndal,ØKADM,ORD,2020,Suppleringsopptak,38.6,38.6 (23),23,1303
HVL,Høgskulen på Vestlandet,203 515,"Økonomi og administrasjon, Sogndal",Sogndal,ØKADM,ORDF,2019,Hovedopptak,Alle,Alle (0),0,1272
HVL,Høgskulen på Vestlandet,203 515,"Økonomi og administrasjon, Sogndal",Sogndal,ØKADM,ORDF,2019,Suppleringsopptak,Alle,Alle (0),0,1272
HVL,Høgskulen på Vestlandet,203 515,"Økonomi og administrasjon, Sogndal",Sogndal,ØKADM,ORDF,2020,Hovedopptak,37.5,37.5 (30),30,1272
HVL,Høgskulen på Vestlandet,203 515,"Økonomi og administrasjon, Sogndal",Sogndal,ØKADM,ORDF,2020,Suppleringsopptak,37.5,37.5 (15),15,1272
HVL,Høgskulen på Vestlandet,203 517,"Grunnskolelærer, 5.-10. trinn, kroppsøving, Stord",Stord,LÆRER - GRL5-10,ORD,2020,Hovedopptak,Alle,Alle (0),0,1303
HVL,Høgskulen på Vestlandet,203 517,"Grunnskolelærer, 5.-10. trinn, kroppsøving, Stord",Stord,LÆRER - GRL5-10,ORD,2020,Suppleringsopptak,Alle,Alle (0),0,1303
HVL,Høgskulen på Vestlandet,203 517,"Grunnskolelærer, 5.-10. trinn, kroppsøving, Stord",Stord,LÆRER - GRL5-10,ORDF,2020,Hovedopptak,Alle,Alle (0),0,1272
HVL,Høgskulen på Vestlandet,203 517,"Grunnskolelærer, 5.-10. trinn, kroppsøving, Stord",Stord,LÆRER - GRL5-10,ORDF,2020,Suppleringsopptak,Alle,Alle (0),0,1272
HVL,Høgskulen på Vestlandet,203 518,"Grunnskolelærer, 5.-10. trinn, kunst og håndverk, Stord",Stord,LÆRER - GRL5-10,ORD,2020,Hovedopptak,Alle,Alle (0),0,1303
HVL,Høgskulen på Vestlandet,203 518,"Grunnskolelærer, 5.-10. trinn, kunst og håndverk, Stord",Stord,LÆRER - GRL5-10,ORD,2020,Suppleringsopptak,Alle,Alle (0),0,1303
HVL,Høgskulen på Vestlandet,203 518,"Grunnskolelærer, 5.-10. trinn, kunst og håndverk, Stord",Stord,LÆRER - GRL5-10,ORDF,2020,Hovedopptak,Alle,Alle (0),0,1272
HVL,Høgskulen på Vestlandet,203 518,"Grunnskolelærer, 5.-10. trinn, kunst og håndverk, Stord",Stord,LÆRER - GRL5-10,ORDF,2020,Suppleringsopptak,Alle,Alle (0),0,1272
HVL,Høgskulen på Vestlandet,203 519,"Grunnskolelærer, 5.-10. trinn, naturfag",Sogndal,LÆRER - GRL5-10,ORD,2020,Hovedopptak,Alle,Alle (0),0,1303
