Lærested,Lærestedsnavn ,Studiekode,Studienavn,Studiested,Utdanningsområde- og type,Kvote,År,Opptaksfase,Poenggrense,Poenggrense + venteliste,Antall på venteliste,Antall studier per kvote i år
UIO,Universitetet i Oslo,185 843,"Lektor, 8.-13. trinn, realfag",Oslo,LÆRER - LEKTOR 8-13,ORD,2019,Suppleringsopptak,Alle,Alle (0),0,1303
UIO,Universitetet i Oslo,185 843,"Lektor, 8.-13. trinn, realfag",Oslo,LÆRER - LEKTOR 8-13,ORD,2020,Hovedopptak,Alle,Alle (0),0,1303
UIO,Universitetet i Oslo,185 843,"Lektor, 8.-13. trinn, realfag",Oslo,LÆRER - LEKTOR 8-13,ORD,2020,Suppleringsopptak,Alle,Alle (0),0,1303
UIO,Universitetet i Oslo,185 843,"Lektor, 8.-13. trinn, realfag",Oslo,LÆRER - LEKTOR 8-13,ORDF,2019,Hovedopptak,Alle,Alle (0),0,1272
UIO,Universitetet i Oslo,185 843,"Lektor, 8.-13. trinn, realfag",Oslo,LÆRER - LEKTOR 8-13,ORDF,2019,Suppleringsopptak,Alle,Alle (0),0,1272
UIO,Universitetet i Oslo,185 843,"Lektor, 8.-13. trinn, realfag",Oslo,LÆRER - LEKTOR 8-13,ORDF,2020,Hovedopptak,Alle,Alle (0),0,1272
UIO,Universitetet i Oslo,185 843,"Lektor, 8.-13. trinn, realfag",Oslo,LÆRER - LEKTOR 8-13,ORDF,2020,Suppleringsopptak,Alle,Alle (0),0,1272
UIO,Universitetet i Oslo,185 844,"Lektor, 8.-13. trinn, kultur og samfunnsfag",Oslo,LÆRER - LEKTOR 8-13,ORD,2019,Hovedopptak,54.3,54.3 (195),195,1303
UIO,Universitetet i Oslo,185 844,"Lektor, 8.-13. trinn, kultur og samfunnsfag",Oslo,LÆRER - LEKTOR 8-13,ORD,2019,Suppleringsopptak,54.3,54.3 (138),138,1303
UIO,Universitetet i Oslo,185 844,"Lektor, 8.-13. trinn, kultur og samfunnsfag",Oslo,LÆRER - LEKTOR 8-13,ORD,2020,Hovedopptak,55.0,55.0 (180),180,1303
UIO,Universitetet i Oslo,185 844,"Lektor, 8.-13. trinn, kultur og samfunnsfag",Oslo,LÆRER - LEKTOR 8-13,ORD,2020,Suppleringsopptak,55.0,55.0 (106),106,1303
UIO,Universitetet i Oslo,185 844,"Lektor, 8.-13. trinn, kultur og samfunnsfag",Oslo,LÆRER - LEKTOR 8-13,ORDF,2019,Hovedopptak,49.6,49.6 (126),126,1272
UIO,Universitetet i Oslo,185 844,"Lektor, 8.-13. trinn, kultur og samfunnsfag",Oslo,LÆRER - LEKTOR 8-13,ORDF,2019,Suppleringsopptak,49.6,49.6 (87),87,1272
UIO,Universitetet i Oslo,185 844,"Lektor, 8.-13. trinn, kultur og samfunnsfag",Oslo,LÆRER - LEKTOR 8-13,ORDF,2020,Hovedopptak,50.0,50.0 (106),106,1272
UIO,Universitetet i Oslo,185 844,"Lektor, 8.-13. trinn, kultur og samfunnsfag",Oslo,LÆRER - LEKTOR 8-13,ORDF,2020,Suppleringsopptak,50.0,50.0 (60),60,1272
UIO,Universitetet i Oslo,185 851,Medier og kommunikasjon,Oslo,MEDIEFAG,ORD,2019,Hovedopptak,49.1,49.1 (216),216,1303
UIO,Universitetet i Oslo,185 851,Medier og kommunikasjon,Oslo,MEDIEFAG,ORD,2019,Suppleringsopptak,49.1,49.1 (114),114,1303
UIO,Universitetet i Oslo,185 851,Medier og kommunikasjon,Oslo,MEDIEFAG,ORD,2020,Hovedopptak,51.2,51.2 (507),507,1303
UIO,Universitetet i Oslo,185 851,Medier og kommunikasjon,Oslo,MEDIEFAG,ORD,2020,Suppleringsopptak,51.2,51.2 (261),261,1303
UIO,Universitetet i Oslo,185 851,Medier og kommunikasjon,Oslo,MEDIEFAG,ORDF,2019,Hovedopptak,42.1,42.1 (104),104,1272
UIO,Universitetet i Oslo,185 851,Medier og kommunikasjon,Oslo,MEDIEFAG,ORDF,2019,Suppleringsopptak,42.1,42.1 (55),55,1272
UIO,Universitetet i Oslo,185 851,Medier og kommunikasjon,Oslo,MEDIEFAG,ORDF,2020,Hovedopptak,43.5,43.5 (221),221,1272
UIO,Universitetet i Oslo,185 851,Medier og kommunikasjon,Oslo,MEDIEFAG,ORDF,2020,Suppleringsopptak,43.5,43.5 (111),111,1272
UIO,Universitetet i Oslo,185 852,Pedagogikk,Oslo,PEDFAG,ORD,2019,Hovedopptak,47.5,47.5 (917),917,1303
UIO,Universitetet i Oslo,185 852,Pedagogikk,Oslo,PEDFAG,ORD,2019,Suppleringsopptak,47.5,47.5 (594),594,1303
UIO,Universitetet i Oslo,185 852,Pedagogikk,Oslo,PEDFAG,ORD,2020,Hovedopptak,48.1,48.1 (1054),1054,1303
UIO,Universitetet i Oslo,185 852,Pedagogikk,Oslo,PEDFAG,ORD,2020,Suppleringsopptak,48.1,48.1 (675),675,1303
UIO,Universitetet i Oslo,185 852,Pedagogikk,Oslo,PEDFAG,ORDF,2019,Hovedopptak,39.3,39.3 (341),341,1272
UIO,Universitetet i Oslo,185 852,Pedagogikk,Oslo,PEDFAG,ORDF,2019,Suppleringsopptak,39.3,39.3 (205),205,1272
UIO,Universitetet i Oslo,185 852,Pedagogikk,Oslo,PEDFAG,ORDF,2020,Hovedopptak,41.0,41.0 (456),456,1272
UIO,Universitetet i Oslo,185 852,Pedagogikk,Oslo,PEDFAG,ORDF,2020,Suppleringsopptak,41.0,41.0 (288),288,1272
UIO,Universitetet i Oslo,185 853,Spesialpedagogikk,Oslo,PEDFAG,ORD,2019,Hovedopptak,49.4,49.4 (822),822,1303
UIO,Universitetet i Oslo,185 853,Spesialpedagogikk,Oslo,PEDFAG,ORD,2019,Suppleringsopptak,49.4,49.4 (545),545,1303
UIO,Universitetet i Oslo,185 853,Spesialpedagogikk,Oslo,PEDFAG,ORD,2020,Hovedopptak,49.7,49.7 (852),852,1303
UIO,Universitetet i Oslo,185 853,Spesialpedagogikk,Oslo,PEDFAG,ORD,2020,Suppleringsopptak,49.7,49.7 (552),552,1303
UIO,Universitetet i Oslo,185 853,Spesialpedagogikk,Oslo,PEDFAG,ORDF,2019,Hovedopptak,41.1,41.1 (313),313,1272
UIO,Universitetet i Oslo,185 853,Spesialpedagogikk,Oslo,PEDFAG,ORDF,2019,Suppleringsopptak,41.1,41.1 (205),205,1272
UIO,Universitetet i Oslo,185 853,Spesialpedagogikk,Oslo,PEDFAG,ORDF,2020,Hovedopptak,41.5,41.5 (329),329,1272
UIO,Universitetet i Oslo,185 853,Spesialpedagogikk,Oslo,PEDFAG,ORDF,2020,Suppleringsopptak,41.5,41.5 (212),212,1272
UIO,Universitetet i Oslo,185 856,"Elektronikk, informatikk og teknologi",Oslo,REALFAG,ORD,2019,Hovedopptak,43.6,43.6 (8),8,1303
UIO,Universitetet i Oslo,185 856,"Elektronikk, informatikk og teknologi",Oslo,REALFAG,ORD,2019,Suppleringsopptak,43.6,43.6 (5),5,1303
UIO,Universitetet i Oslo,185 856,"Elektronikk, informatikk og teknologi",Oslo,REALFAG,ORD,2020,Hovedopptak,Alle,Alle (0),0,1303
UIO,Universitetet i Oslo,185 856,"Elektronikk, informatikk og teknologi",Oslo,REALFAG,ORD,2020,Suppleringsopptak,Alle,Alle (0),0,1303
UIO,Universitetet i Oslo,185 856,"Elektronikk, informatikk og teknologi",Oslo,REALFAG,ORDF,2019,Hovedopptak,Alle,Alle (0),0,1272
UIO,Universitetet i Oslo,185 856,"Elektronikk, informatikk og teknologi",Oslo,REALFAG,ORDF,2019,Suppleringsopptak,Alle,Alle (0),0,1272
UIO,Universitetet i Oslo,185 856,"Elektronikk, informatikk og teknologi",Oslo,REALFAG,ORDF,2020,Hovedopptak,Alle,Alle (0),0,1272
UIO,Universitetet i Oslo,185 856,"Elektronikk, informatikk og teknologi",Oslo,REALFAG,ORDF,2020,Suppleringsopptak,Alle,Alle (0),0,1272
UIO,Universitetet i Oslo,185 857,Fysikk og astronomi,Oslo,REALFAG,ORD,2019,Hovedopptak,46.0,46.0 (26),26,1303
UIO,Universitetet i Oslo,185 857,Fysikk og astronomi,Oslo,REALFAG,ORD,2019,Suppleringsopptak,46.0,46.0 (19),19,1303
UIO,Universitetet i Oslo,185 857,Fysikk og astronomi,Oslo,REALFAG,ORD,2020,Hovedopptak,Alle,Alle (0),0,1303
UIO,Universitetet i Oslo,185 857,Fysikk og astronomi,Oslo,REALFAG,ORD,2020,Suppleringsopptak,Alle,Alle (0),0,1303
UIO,Universitetet i Oslo,185 857,Fysikk og astronomi,Oslo,REALFAG,ORDF,2019,Hovedopptak,44.7,44.7 (15),15,1272
UIO,Universitetet i Oslo,185 857,Fysikk og astronomi,Oslo,REALFAG,ORDF,2019,Suppleringsopptak,44.7,44.7 (9),9,1272
UIO,Universitetet i Oslo,185 857,Fysikk og astronomi,Oslo,REALFAG,ORDF,2020,Hovedopptak,Alle,Alle (0),0,1272
UIO,Universitetet i Oslo,185 857,Fysikk og astronomi,Oslo,REALFAG,ORDF,2020,Suppleringsopptak,Alle,Alle (0),0,1272
UIO,Universitetet i Oslo,185 858,Geologi og geografi,Oslo,REALFAG,ORD,2019,Hovedopptak,Alle,Alle (0),0,1303
UIO,Universitetet i Oslo,185 858,Geologi og geografi,Oslo,REALFAG,ORD,2019,Suppleringsopptak,Alle,Alle (0),0,1303
UIO,Universitetet i Oslo,185 858,Geologi og geografi,Oslo,REALFAG,ORD,2020,Hovedopptak,Alle,Alle (0),0,1303
UIO,Universitetet i Oslo,185 858,Geologi og geografi,Oslo,REALFAG,ORD,2020,Suppleringsopptak,O.i.,O.i. (0),0,1303
UIO,Universitetet i Oslo,185 858,Geologi og geografi,Oslo,REALFAG,ORDF,2019,Hovedopptak,Alle,Alle (0),0,1272
UIO,Universitetet i Oslo,185 858,Geologi og geografi,Oslo,REALFAG,ORDF,2019,Suppleringsopptak,Alle,Alle (0),0,1272
UIO,Universitetet i Oslo,185 858,Geologi og geografi,Oslo,REALFAG,ORDF,2020,Hovedopptak,Alle,Alle (0),0,1272
UIO,Universitetet i Oslo,185 858,Geologi og geografi,Oslo,REALFAG,ORDF,2020,Suppleringsopptak,O.i.,O.i. (0),0,1272
UIO,Universitetet i Oslo,185 860,Kjemi og biokjemi,Oslo,REALFAG,ORD,2019,Hovedopptak,Alle,Alle (0),0,1303
UIO,Universitetet i Oslo,185 860,Kjemi og biokjemi,Oslo,REALFAG,ORD,2019,Suppleringsopptak,Alle,Alle (0),0,1303
UIO,Universitetet i Oslo,185 860,Kjemi og biokjemi,Oslo,REALFAG,ORD,2020,Hovedopptak,44.2,44.2 (14),14,1303
UIO,Universitetet i Oslo,185 860,Kjemi og biokjemi,Oslo,REALFAG,ORD,2020,Suppleringsopptak,44.2,44.2 (7),7,1303
UIO,Universitetet i Oslo,185 860,Kjemi og biokjemi,Oslo,REALFAG,ORDF,2019,Hovedopptak,Alle,Alle (0),0,1272
UIO,Universitetet i Oslo,185 860,Kjemi og biokjemi,Oslo,REALFAG,ORDF,2019,Suppleringsopptak,Alle,Alle (0),0,1272
UIO,Universitetet i Oslo,185 860,Kjemi og biokjemi,Oslo,REALFAG,ORDF,2020,Hovedopptak,45.9,45.9 (7),7,1272
UIO,Universitetet i Oslo,185 860,Kjemi og biokjemi,Oslo,REALFAG,ORDF,2020,Suppleringsopptak,45.9,45.9 (3),3,1272
UIO,Universitetet i Oslo,185 862,Matematikk og økonomi,Oslo,REALFAG,ORD,2019,Hovedopptak,Alle,Alle (0),0,1303
UIO,Universitetet i Oslo,185 862,Matematikk og økonomi,Oslo,REALFAG,ORD,2019,Suppleringsopptak,Alle,Alle (0),0,1303
UIO,Universitetet i Oslo,185 862,Matematikk og økonomi,Oslo,REALFAG,ORD,2020,Hovedopptak,46.8,46.8 (10),10,1303
UIO,Universitetet i Oslo,185 862,Matematikk og økonomi,Oslo,REALFAG,ORD,2020,Suppleringsopptak,46.8,46.8 (6),6,1303
UIO,Universitetet i Oslo,185 862,Matematikk og økonomi,Oslo,REALFAG,ORDF,2019,Hovedopptak,Alle,Alle (0),0,1272
UIO,Universitetet i Oslo,185 862,Matematikk og økonomi,Oslo,REALFAG,ORDF,2019,Suppleringsopptak,Alle,Alle (0),0,1272
UIO,Universitetet i Oslo,185 862,Matematikk og økonomi,Oslo,REALFAG,ORDF,2020,Hovedopptak,Alle,Alle (0),0,1272
UIO,Universitetet i Oslo,185 862,Matematikk og økonomi,Oslo,REALFAG,ORDF,2020,Suppleringsopptak,Alle,Alle (0),0,1272
UIO,Universitetet i Oslo,185 863,Materialvitenskap for energi- og nanoteknologi,Oslo,REALFAG,ORD,2019,Hovedopptak,Alle,Alle (0),0,1303
UIO,Universitetet i Oslo,185 863,Materialvitenskap for energi- og nanoteknologi,Oslo,REALFAG,ORD,2019,Suppleringsopptak,Alle,Alle (0),0,1303
UIO,Universitetet i Oslo,185 863,Materialvitenskap for energi- og nanoteknologi,Oslo,REALFAG,ORD,2020,Hovedopptak,Alle,Alle (0),0,1303
UIO,Universitetet i Oslo,185 863,Materialvitenskap for energi- og nanoteknologi,Oslo,REALFAG,ORD,2020,Suppleringsopptak,42.8,42.8 (1),1,1303
UIO,Universitetet i Oslo,185 863,Materialvitenskap for energi- og nanoteknologi,Oslo,REALFAG,ORDF,2019,Hovedopptak,Alle,Alle (0),0,1272
UIO,Universitetet i Oslo,185 863,Materialvitenskap for energi- og nanoteknologi,Oslo,REALFAG,ORDF,2019,Suppleringsopptak,Alle,Alle (0),0,1272
UIO,Universitetet i Oslo,185 863,Materialvitenskap for energi- og nanoteknologi,Oslo,REALFAG,ORDF,2020,Hovedopptak,Alle,Alle (0),0,1272
UIO,Universitetet i Oslo,185 863,Materialvitenskap for energi- og nanoteknologi,Oslo,REALFAG,ORDF,2020,Suppleringsopptak,34.8,34.8 (1),1,1272
UIO,Universitetet i Oslo,185 872,Internasjonale studier,Oslo,SAMFUNN,ORD,2019,Hovedopptak,57.5,57.5 (604),604,1303
UIO,Universitetet i Oslo,185 872,Internasjonale studier,Oslo,SAMFUNN,ORD,2019,Suppleringsopptak,57.5,57.5 (340),340,1303
UIO,Universitetet i Oslo,185 872,Internasjonale studier,Oslo,SAMFUNN,ORD,2020,Hovedopptak,59.0,59.0 (723),723,1303
UIO,Universitetet i Oslo,185 872,Internasjonale studier,Oslo,SAMFUNN,ORD,2020,Suppleringsopptak,59.0,59.0 (416),416,1303
UIO,Universitetet i Oslo,185 872,Internasjonale studier,Oslo,SAMFUNN,ORDF,2019,Hovedopptak,54.3,54.3 (387),387,1272
UIO,Universitetet i Oslo,185 872,Internasjonale studier,Oslo,SAMFUNN,ORDF,2019,Suppleringsopptak,54.3,54.3 (210),210,1272
UIO,Universitetet i Oslo,185 872,Internasjonale studier,Oslo,SAMFUNN,ORDF,2020,Hovedopptak,55.0,55.0 (409),409,1272
UIO,Universitetet i Oslo,185 872,Internasjonale studier,Oslo,SAMFUNN,ORDF,2020,Suppleringsopptak,55.0,55.0 (231),231,1272
UIO,Universitetet i Oslo,185 873,"Tverrfaglige kjønnsstudier, bachelor",Oslo,SAMFUNN,ORD,2019,Hovedopptak,47.7,47.7 (33),33,1303
UIO,Universitetet i Oslo,185 873,"Tverrfaglige kjønnsstudier, bachelor",Oslo,SAMFUNN,ORD,2019,Suppleringsopptak,47.7,47.7 (21),21,1303
UIO,Universitetet i Oslo,185 873,"Tverrfaglige kjønnsstudier, bachelor",Oslo,SAMFUNN,ORD,2020,Hovedopptak,48.0,48.0 (50),50,1303
UIO,Universitetet i Oslo,185 873,"Tverrfaglige kjønnsstudier, bachelor",Oslo,SAMFUNN,ORD,2020,Suppleringsopptak,48.0,48.0 (27),27,1303
UIO,Universitetet i Oslo,185 873,"Tverrfaglige kjønnsstudier, bachelor",Oslo,SAMFUNN,ORDF,2019,Hovedopptak,37.0,37.0 (5),5,1272
UIO,Universitetet i Oslo,185 873,"Tverrfaglige kjønnsstudier, bachelor",Oslo,SAMFUNN,ORDF,2019,Suppleringsopptak,37.0,37.0 (5),5,1272
UIO,Universitetet i Oslo,185 873,"Tverrfaglige kjønnsstudier, bachelor",Oslo,SAMFUNN,ORDF,2020,Hovedopptak,40.0,40.0 (14),14,1272
UIO,Universitetet i Oslo,185 873,"Tverrfaglige kjønnsstudier, bachelor",Oslo,SAMFUNN,ORDF,2020,Suppleringsopptak,40.0,40.0 (7),7,1272
UIO,Universitetet i Oslo,185 874,"Kriminologi, bachelor",Oslo,SAMFUNN,ORD,2019,Hovedopptak,55.6,55.6 (1688),1688,1303
UIO,Universitetet i Oslo,185 874,"Kriminologi, bachelor",Oslo,SAMFUNN,ORD,2019,Suppleringsopptak,55.6,55.6 (944),944,1303
UIO,Universitetet i Oslo,185 874,"Kriminologi, bachelor",Oslo,SAMFUNN,ORD,2020,Hovedopptak,58.0,58.0 (1962),1962,1303
UIO,Universitetet i Oslo,185 874,"Kriminologi, bachelor",Oslo,SAMFUNN,ORD,2020,Suppleringsopptak,58.0,58.0 (1113),1113,1303
UIO,Universitetet i Oslo,185 874,"Kriminologi, bachelor",Oslo,SAMFUNN,ORDF,2019,Hovedopptak,51.4,51.4 (1008),1008,1272
UIO,Universitetet i Oslo,185 874,"Kriminologi, bachelor",Oslo,SAMFUNN,ORDF,2019,Suppleringsopptak,51.4,51.4 (552),552,1272
UIO,Universitetet i Oslo,185 874,"Kriminologi, bachelor",Oslo,SAMFUNN,ORDF,2020,Hovedopptak,53.0,53.0 (1217),1217,1272
UIO,Universitetet i Oslo,185 874,"Kriminologi, bachelor",Oslo,SAMFUNN,ORDF,2020,Suppleringsopptak,53.0,53.0 (679),679,1272
UIO,Universitetet i Oslo,185 876,"Psykologi, bachelor",Oslo,SAMFUNN,ORD,2019,Hovedopptak,58.8,58.8 (1453),1453,1303
UIO,Universitetet i Oslo,185 876,"Psykologi, bachelor",Oslo,SAMFUNN,ORD,2019,Suppleringsopptak,58.8,58.8 (826),826,1303
UIO,Universitetet i Oslo,185 876,"Psykologi, bachelor",Oslo,SAMFUNN,ORD,2020,Hovedopptak,58.0,58.0 (1545),1545,1303
UIO,Universitetet i Oslo,185 876,"Psykologi, bachelor",Oslo,SAMFUNN,ORD,2020,Suppleringsopptak,58.0,58.0 (819),819,1303
UIO,Universitetet i Oslo,185 876,"Psykologi, bachelor",Oslo,SAMFUNN,ORDF,2019,Hovedopptak,50.7,50.7 (735),735,1272
UIO,Universitetet i Oslo,185 876,"Psykologi, bachelor",Oslo,SAMFUNN,ORDF,2019,Suppleringsopptak,50.7,50.7 (396),396,1272
UIO,Universitetet i Oslo,185 876,"Psykologi, bachelor",Oslo,SAMFUNN,ORDF,2020,Hovedopptak,51.0,51.0 (825),825,1272
UIO,Universitetet i Oslo,185 876,"Psykologi, bachelor",Oslo,SAMFUNN,ORDF,2020,Suppleringsopptak,51.0,51.0 (421),421,1272
UIO,Universitetet i Oslo,185 879,Sosialantropologi,Oslo,SAMFUNN,ORD,2019,Hovedopptak,48.6,48.6 (412),412,1303
UIO,Universitetet i Oslo,185 879,Sosialantropologi,Oslo,SAMFUNN,ORD,2019,Suppleringsopptak,48.6,48.6 (249),249,1303
UIO,Universitetet i Oslo,185 879,Sosialantropologi,Oslo,SAMFUNN,ORD,2020,Hovedopptak,49.8,49.8 (481),481,1303
UIO,Universitetet i Oslo,185 879,Sosialantropologi,Oslo,SAMFUNN,ORD,2020,Suppleringsopptak,49.8,49.8 (272),272,1303
UIO,Universitetet i Oslo,185 879,Sosialantropologi,Oslo,SAMFUNN,ORDF,2019,Hovedopptak,43.0,43.0 (184),184,1272
UIO,Universitetet i Oslo,185 879,Sosialantropologi,Oslo,SAMFUNN,ORDF,2019,Suppleringsopptak,43.0,43.0 (107),107,1272
UIO,Universitetet i Oslo,185 879,Sosialantropologi,Oslo,SAMFUNN,ORDF,2020,Hovedopptak,44.0,44.0 (217),217,1272
UIO,Universitetet i Oslo,185 879,Sosialantropologi,Oslo,SAMFUNN,ORDF,2020,Suppleringsopptak,44.0,44.0 (104),104,1272
UIO,Universitetet i Oslo,185 880,"Sosiologi, bachelor",Oslo,SAMFUNN,ORD,2019,Hovedopptak,51.3,51.3 (627),627,1303
UIO,Universitetet i Oslo,185 880,"Sosiologi, bachelor",Oslo,SAMFUNN,ORD,2019,Suppleringsopptak,51.3,51.3 (377),377,1303
UIO,Universitetet i Oslo,185 880,"Sosiologi, bachelor",Oslo,SAMFUNN,ORD,2020,Hovedopptak,53.2,53.2 (700),700,1303
UIO,Universitetet i Oslo,185 880,"Sosiologi, bachelor",Oslo,SAMFUNN,ORD,2020,Suppleringsopptak,53.2,53.2 (379),379,1303
UIO,Universitetet i Oslo,185 880,"Sosiologi, bachelor",Oslo,SAMFUNN,ORDF,2019,Hovedopptak,46.2,46.2 (302),302,1272
UIO,Universitetet i Oslo,185 880,"Sosiologi, bachelor",Oslo,SAMFUNN,ORDF,2019,Suppleringsopptak,46.2,46.2 (167),167,1272
UIO,Universitetet i Oslo,185 880,"Sosiologi, bachelor",Oslo,SAMFUNN,ORDF,2020,Hovedopptak,47.8,47.8 (353),353,1272
UIO,Universitetet i Oslo,185 880,"Sosiologi, bachelor",Oslo,SAMFUNN,ORDF,2020,Suppleringsopptak,47.8,47.8 (166),166,1272
UIO,Universitetet i Oslo,185 881,"Statsvitenskap, bachelor",Oslo,SAMFUNN,ORD,2019,Hovedopptak,54.5,54.5 (617),617,1303
UIO,Universitetet i Oslo,185 881,"Statsvitenskap, bachelor",Oslo,SAMFUNN,ORD,2019,Suppleringsopptak,54.5,54.5 (368),368,1303
UIO,Universitetet i Oslo,185 881,"Statsvitenskap, bachelor",Oslo,SAMFUNN,ORD,2020,Hovedopptak,55.3,55.3 (727),727,1303
UIO,Universitetet i Oslo,185 881,"Statsvitenskap, bachelor",Oslo,SAMFUNN,ORD,2020,Suppleringsopptak,55.3,55.3 (405),405,1303
UIO,Universitetet i Oslo,185 881,"Statsvitenskap, bachelor",Oslo,SAMFUNN,ORDF,2019,Hovedopptak,49.4,49.4 (344),344,1272
UIO,Universitetet i Oslo,185 881,"Statsvitenskap, bachelor",Oslo,SAMFUNN,ORDF,2019,Suppleringsopptak,49.4,49.4 (189),189,1272
UIO,Universitetet i Oslo,185 881,"Statsvitenskap, bachelor",Oslo,SAMFUNN,ORDF,2020,Hovedopptak,50.5,50.5 (387),387,1272
UIO,Universitetet i Oslo,185 881,"Statsvitenskap, bachelor",Oslo,SAMFUNN,ORDF,2020,Suppleringsopptak,50.5,50.5 (197),197,1272
UIO,Universitetet i Oslo,185 883,Utviklingsstudier,Oslo,SAMFUNN,ORD,2019,Hovedopptak,50.8,50.8 (233),233,1303
UIO,Universitetet i Oslo,185 883,Utviklingsstudier,Oslo,SAMFUNN,ORD,2019,Suppleringsopptak,50.8,50.8 (130),130,1303
UIO,Universitetet i Oslo,185 883,Utviklingsstudier,Oslo,SAMFUNN,ORD,2020,Hovedopptak,53.1,53.1 (307),307,1303
UIO,Universitetet i Oslo,185 883,Utviklingsstudier,Oslo,SAMFUNN,ORD,2020,Suppleringsopptak,53.1,53.1 (176),176,1303
UIO,Universitetet i Oslo,185 883,Utviklingsstudier,Oslo,SAMFUNN,ORDF,2019,Hovedopptak,48.4,48.4 (122),122,1272
UIO,Universitetet i Oslo,185 883,Utviklingsstudier,Oslo,SAMFUNN,ORDF,2019,Suppleringsopptak,48.4,48.4 (66),66,1272
UIO,Universitetet i Oslo,185 883,Utviklingsstudier,Oslo,SAMFUNN,ORDF,2020,Hovedopptak,50.5,50.5 (150),150,1272
UIO,Universitetet i Oslo,185 883,Utviklingsstudier,Oslo,SAMFUNN,ORDF,2020,Suppleringsopptak,50.5,50.5 (85),85,1272
UIO,Universitetet i Oslo,185 889,"Nordisk: språk, litteratur, retorikk",Oslo,SPRÅK,ORD,2019,Hovedopptak,43.4,43.4 (11),11,1303
UIO,Universitetet i Oslo,185 889,"Nordisk: språk, litteratur, retorikk",Oslo,SPRÅK,ORD,2019,Suppleringsopptak,43.4,43.4 (7),7,1303
UIO,Universitetet i Oslo,185 889,"Nordisk: språk, litteratur, retorikk",Oslo,SPRÅK,ORD,2020,Hovedopptak,Alle,Alle (0),0,1303
UIO,Universitetet i Oslo,185 889,"Nordisk: språk, litteratur, retorikk",Oslo,SPRÅK,ORD,2020,Suppleringsopptak,Alle,Alle (0),0,1303
UIO,Universitetet i Oslo,185 889,"Nordisk: språk, litteratur, retorikk",Oslo,SPRÅK,ORDF,2019,Hovedopptak,Alle,Alle (0),0,1272
UIO,Universitetet i Oslo,185 889,"Nordisk: språk, litteratur, retorikk",Oslo,SPRÅK,ORDF,2019,Suppleringsopptak,Alle,Alle (0),0,1272
UIO,Universitetet i Oslo,185 889,"Nordisk: språk, litteratur, retorikk",Oslo,SPRÅK,ORDF,2020,Hovedopptak,Alle,Alle (0),0,1272
UIO,Universitetet i Oslo,185 889,"Nordisk: språk, litteratur, retorikk",Oslo,SPRÅK,ORDF,2020,Suppleringsopptak,Alle,Alle (0),0,1272
UIO,Universitetet i Oslo,185 893,Lingvistikk,Oslo,SPRÅK,ORD,2019,Hovedopptak,52.3,52.3 (44),44,1303
UIO,Universitetet i Oslo,185 893,Lingvistikk,Oslo,SPRÅK,ORD,2019,Suppleringsopptak,52.3,52.3 (24),24,1303
UIO,Universitetet i Oslo,185 893,Lingvistikk,Oslo,SPRÅK,ORD,2020,Hovedopptak,56.2,56.2 (71),71,1303
UIO,Universitetet i Oslo,185 893,Lingvistikk,Oslo,SPRÅK,ORD,2020,Suppleringsopptak,56.2,56.2 (37),37,1303
UIO,Universitetet i Oslo,185 893,Lingvistikk,Oslo,SPRÅK,ORDF,2019,Hovedopptak,40.0,40.0 (4),4,1272
UIO,Universitetet i Oslo,185 893,Lingvistikk,Oslo,SPRÅK,ORDF,2019,Suppleringsopptak,40.0,40.0 (2),2,1272
UIO,Universitetet i Oslo,185 893,Lingvistikk,Oslo,SPRÅK,ORDF,2020,Hovedopptak,36.3,36.3 (1),1,1272
UIO,Universitetet i Oslo,185 893,Lingvistikk,Oslo,SPRÅK,ORDF,2020,Suppleringsopptak,Alle,Alle (0),0,1272
UIO,Universitetet i Oslo,185 898,"Samfunnsøkonomi, bachelor",Oslo,ØKADM,ORD,2019,Hovedopptak,54.1,54.1 (463),463,1303
UIO,Universitetet i Oslo,185 898,"Samfunnsøkonomi, bachelor",Oslo,ØKADM,ORD,2019,Suppleringsopptak,54.1,54.1 (235),235,1303
UIO,Universitetet i Oslo,185 898,"Samfunnsøkonomi, bachelor",Oslo,ØKADM,ORD,2020,Hovedopptak,58.2,58.2 (831),831,1303
UIO,Universitetet i Oslo,185 898,"Samfunnsøkonomi, bachelor",Oslo,ØKADM,ORD,2020,Suppleringsopptak,58.2,58.2 (399),399,1303
UIO,Universitetet i Oslo,185 898,"Samfunnsøkonomi, bachelor",Oslo,ØKADM,ORDF,2019,Hovedopptak,46.7,46.7 (256),256,1272
UIO,Universitetet i Oslo,185 898,"Samfunnsøkonomi, bachelor",Oslo,ØKADM,ORDF,2019,Suppleringsopptak,46.7,46.7 (116),116,1272
UIO,Universitetet i Oslo,185 898,"Samfunnsøkonomi, bachelor",Oslo,ØKADM,ORDF,2020,Hovedopptak,49.0,49.0 (469),469,1272
UIO,Universitetet i Oslo,185 898,"Samfunnsøkonomi, bachelor",Oslo,ØKADM,ORDF,2020,Suppleringsopptak,49.0,49.0 (193),193,1272
UIO,Universitetet i Oslo,185 899,Tannpleie,Oslo,HELSEFAG - ODONT,ORD,2019,Hovedopptak,52.6,52.6 (429),429,1303
UIO,Universitetet i Oslo,185 899,Tannpleie,Oslo,HELSEFAG - ODONT,ORD,2019,Suppleringsopptak,51.8,51.8 (287),287,1303
